year,scopusId,title,journal,doi,authors,affiliations,citations,type,reason
2026,2-s2.0-105033874976,"Pseudosparassis yunnanensis, gen. et sp. nov. (Sclerotiniaceae, Helotiales, Ascomycota) from Yunnan Province, Southwestern China",Mycological Progress,10.1007/s11557-026-02126-2,Ma Y.H.,Mae Fah Luang University; Yunnan Agricultural Academy,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105039178882,Tracking Plasmodium knowlesi Through Fecal DNA for Monitoring Zoonotic Transmission in Wild Macaques Across Southeast and South Asia,Journal of Infectious Diseases,10.1093/infdis/jiag128,Wannigama D.L.,"The University of Sheffield; Yamagata University Faculty of Medicine; Yamagata Prefectural Central Hospital; Yamagata Prefectural University of Health Sciences; Mahidol University, Center of Excellence for Vectors and Vector-Borne Diseases",0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105034075224,Development of an Island Recycle Waste Management System Using the LINE OA Platform to Enhance the Efficiency of Waste and Recyclable Material Management Reporting on Islands for Sustainable Practices,Journal of Mobile Multimedia,10.13052/jmm1550-4646.2213,Kemavuthanon K.,Mae Fah Luang University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105024063105,Evolution and consistency analysis of plastic pollution control policies in East Asian Seas countries,Marine Pollution Bulletin,10.1016/j.marpolbul.2025.119103,Deng Y.,University of Chinese Academy of Sciences; Research Center for Eco-Environmental Sciences Chinese Academy of Sciences,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105029761944,Bioactive Isocoumarin Derivatives from the Endophytic Fungus Paraconiothyrium bonneyae NS16 of Pteris multifida,Chemistry and Biodiversity,10.1002/cbdv.202503353,Zhang L.,Mae Fah Luang University; Guizhou Institute of Technology; Guizhou Academy of Agricultural Sciences,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105034086285,Microwave-assisted extraction of isoangustone A from Derris scandens (Roxb.) Benth. using a hydrophobic deep eutectic solvents-based microemulsion,Advances in Sample Preparation,10.1016/j.sampre.2026.100232,Buajan B.,Walailak University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105035588643,Reducing energy consumption in waste management: a study on the recyclable waste bank approach,International Journal of Energy Sector Management,10.1108/IJESM-03-2025-0006,Unroj P.,Mae Fah Luang University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105037003400,Development of a Board Game for Experiential Learning of Sustainable Development Goals (SDGs): An Educational Framework,11th International Conference on Digital Arts Media and Technology and 9th Ecti Northern Section Conference on Electrical Electronics Computer and Telecommunications Engineering Ecti Damt and Ncon 2026,10.1109/ECTIDAMTNCON67592.2026.11459990,Kemavuthanon K.,Mae Fah Luang University,0,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105036993243,A Canvas Framework for Participatory Design of Cultural Products Using Generative AI,11th International Conference on Digital Arts Media and Technology and 9th Ecti Northern Section Conference on Electrical Electronics Computer and Telecommunications Engineering Ecti Damt and Ncon 2026,10.1109/ECTIDAMTNCON67592.2026.11460009,Putjorn P.,Mae Fah Luang University,0,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105032687244,"Morpho-phylogenetic evidence uncovers new taxa of lignicolous freshwater Sordariomycetes from Yunnan and Guizhou provinces, China",Mycokeys,10.3897/mycokeys.128.180553,Shen H.W.,Dali University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2026,2-s2.0-105029933684,"Two new species of Periconia and a new record of Paramonodictys from Miscanthus sinensis in Guizhou Province, China",Mycokeys,10.3897/mycokeys.127.180874,Zhang L.J.,Guizhou Institute of Technology; Guizhou Academy of Sciences,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105010718479,"Novel lineages of fungicolous Cordieritidaceae (Helotiales, Leotiomycetes) from southwest China",Mycological Progress,10.1007/s11557-025-02055-6,Yu F.M.,Kunming Institute of Botany,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105025812716,Disentangling taxonomic chaos in Agaricaceae s.l.: an integrative phylogenomic framework with divergence dating reconstructs classification,Fungal Diversity,10.1007/s13225-025-00568-9,Li J.,University of Chinese Academy of Sciences; Institute of Microbiology Chinese Academy of Sciences; Institute of Plateau Biology of Xizang Autonomous Region,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105039236873,A new species and a new record of the lichen family Graphidaceae from China,Phytotaxa,10.11646/phytotaxa.722.3.6,Wu W.,Zunyi Medical University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105038972021,A new species of Clonostachys (Bionectriaceae) from Southwest China,Phytotaxa,10.11646/phytotaxa.722.3.3,Zhao Y.W.,Yunnan University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105017018828,"Tetrapyrgos chukeatirotei (Agaricales, Marasmiaceae), a novel species from Yunnan Province, China",Phytotaxa,10.11646/PHYTOTAXA.718.3.3,Bunphan J.,Mae Fah Luang University; Qujing Normal University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105007320202,The influence of BaTiO3 nanocrystals on the electrical characteristics and energy storage capabilities of BNKT ceramics,Journal of Science Advanced Materials and Devices,10.1016/j.jsamd.2025.100918,Parjansri P.,Rajamangala University of Technology Krungthep,4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105018760496,"Taxonomy and phylogeny of lignicolous freshwater fungi from plateau lakes in Yunnan Province, China",Fungal Diversity,10.1007/s13225-025-00564-z,Shen H.W.,Mae Fah Luang University; Dali University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85175960763,Fermentative Biohydrogen and Biomethane Production from High-Strength Industrial Food Waste Hydrolysate Using Suspended Cell Techniques,Molecular Biotechnology,10.1007/s12033-023-00939-0,Kongthong O.,Mae Fah Luang University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105014351957,Species Diversity and Resource Status of Macrofungi in Beijing: Insights from Natural and Urban Habitats,Journal of Fungi,10.3390/jof11080607,Liu D.M.,Chinese Research Academy of Environmental Sciences,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105008522573,Extraction of curcumin and curcuminoids: From conventional methods to innovative extraction using deep eutectic solvents,Microchemical Journal,10.1016/j.microc.2025.114269,Nisoa M.,Walailak University,6,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105013652148,"Russula orientalovirescens sp. nov., a common Southeast Asian edible fungus is different from the European look-alike R. virescens",Plos One,10.1371/journal.pone.0322545,Wisitrassameewong K.,"Faculty of Science, Mahidol University; National Science and Technology Development (NSTDA)",0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105011028384,"Phaeoisaria yadongensis sp. nov. (Pleurotheciaceae) from Xizang Autonomous Region, China",Phytotaxa,10.11646/phytotaxa.710.3.2,Li Y.,Kunming Institute of Botany; Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105011615609,"Upcycled Cocoa Pod Husk: A Sustainable Source of Phenol and Polyphenol Ingredients for Skin Hydration, Whitening, and Anti-Aging",Life,10.3390/life15071126,Anatachodwanit A.,Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105007988483,Ophiocordyceps anocheti sp. nov. a new ant-parasitizing species from China,Phytotaxa,10.11646/phytotaxa.704.3.5,Xie S.Q.,Guizhou Institute of Technology; Guizhou Academy of Sciences,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105006620128,"Setophoma aseptata sp. nov. and new record of Minutisphaera aspera from Yuanjiang River Basin, China",Phytotaxa,10.11646/phytotaxa.702.3.4,Cai Y.T.,Dali University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105006647219,"A new spider-pathogenic species Gibellula liaoningensis (Cordycipitaceae) from Liaoning Province, China",Phytotaxa,10.11646/phytotaxa.702.1.3,Liu Z.L.,Guizhou University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105002639169,Sustainable chitosan bio-resin composites reinforced with flax fibers for high-performance food packaging,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2025.142990,Chumpon P.,Changwon National University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85219523855,"Metabolomic profiles of the infection pathways of Calcarisporium cordycipiticola on the cultivated and medicinal mushroom, Cordyceps militaris",Fungal Biology,10.1016/j.funbio.2025.101561,Lu L.,Guizhou University; Mae Fah Luang University; Qujing Normal University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-86000636656,"A new species of Periconia (Periconiaceae, Pleosporales) from Xizang, China",Phytotaxa,10.11646/phytotaxa.693.2.2,Sun B.B.,Kunming Institute of Botany; Ludong University,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105001327220,Fungal-Infected Weeds: A Potential Source of Leaf Spot Disease in Rubber Trees from Southern Thailand,Journal of Fungi,10.3390/jof11030220,Thaochan N.,Prince of Songkla University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85219405729,"Two new species of Pseudohydnum (Auriculariales, Basidiomycota) from the Qinghai–Tibet Plateau in China",Phytotaxa,10.11646/phytotaxa.690.2.5,Lei L.,Kunming Institute of Botany; Mae Fah Luang University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85217843027,"Two new species of Helvella (Helvellaceae, Pezizales) from Southwestern China",Phytotaxa,10.11646/phytotaxa.684.2.5,Li T.S.,Kunming Institute of Botany,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85216121996,"Morphology and multigene phylogeny unveil Waltergamsia xishuangbannaensis sp. nov. (Bionectriaceae, Hypocreales), associated with Pará rubber (Hevea brasiliensis) from Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.682.2.2,Liu R.M.,Qujing Normal University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105032445038,The Design of a Data Management System Using Line OA for Sustainable Waste and Recyclable Materials Management on Islands,Jcsse 2025 22nd International Joint Conference on Computer Science and Software Engineering,10.1109/JCSSE67377.2025.11297936,Kemavuthanon K.,Mae Fah Luang University,0,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105004560906,An Augmented Reality-Based Hazardous Waste Management Learning System : A Case Study of Elementary School Students in Chiang Rai Province,10th International Conference on Digital Arts Media and Technology Damt 2025 and 8th Ecti Northern Section Conference on Electrical Electronics Computer and Telecommunications Engineering Ncon 2025,10.1109/ECTIDAMTNCON64748.2025.10962102,Kemavuthanon K.,Mae Fah Luang University,1,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105018036566,Simulation System for Surviving Natural Disasters Through Virtual Reality (VR),2025 10th International Conference on Business and Industrial Research Advanced Technology and Innovation for Sustainable Society Icbir 2025 Proceedings,10.1109/ICBIR65229.2025.11163119,Kemavuthanon K.,Mae Fah Luang University,0,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105000304336,"Short review of the potential and beneficial use of Ganoderma derived in medicinal, cultivation, and biomaterial applications",Current Research in Environmental and Applied Mycology,10.5943/cream/15/1/5,Salichanh T.,Mae Fah Luang University; Ministry of Agriculture and Forestry Laos,4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105014966648,Role and Conservation of Fungi Associated with Marine Ecosystems,Current Research in Environmental and Applied Mycology,10.5943/cream/15/1/13,Asghari R.,Mae Fah Luang University,1,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105010759727,"Two novel Tuber species (Tuberaceae, Pezizales) from southwestern China based on morphological and molecular evidence",Mycokeys,10.3897/mycokeys.119.143714,Yuan T.J.,Mae Fah Luang University; Yunnan Agricultural Academy,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85215251407,"Novel Helicosporium and Neohelicomyces (Tubeufiaceae, Tubeufiales) species from terrestrial habitats in China and Thailand",Mycokeys,10.3897/mycokeys.112.140211,Peng T.,Moutai Institute,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85216535577,Rapid Authentication of Dendrobium Species Using Attenuated Total Reflectance Fourier Transform Infrared (ATR-FTIR) and Fourier Transform Near–Infrared (FT-NIR) Spectroscopies with Orthogonal Partial Least Squares–Discriminant Analysis (OPLS-DA),Analytical Letters,10.1080/00032719.2025.2456101,Zhao Y.,Yunnan Agricultural Academy; Yunnan Seed Laboratory,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105019769437,From genome to field: Bacillus halotolerans BJ-3 as a novel biocontrol solution for grapevine Botryosphaeria dieback,Current Research in Microbial Sciences,10.1016/j.crmicr.2025.100483,Madushani M.A.,Ministry of Agriculture of the People's Republic of China; Mae Fah Luang University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-85211059395,Simple and rapid paper-based colorimetric spot test for promethazine screening in recreational drug beverages and pharmaceuticals,Microchemical Journal,10.1016/j.microc.2024.112353,Phonchai A.,Prince of Songkla University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105032464101,"Additions to the Entoloma (Agaricales, Entolomataceae) from China: Description of five species with one new to science",Mycokeys,10.3897/mycokeys.123.162577,Liu X.,Sichuan Agricultural University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105009805845,"Overview of hirsutella-like anamorphs in Ophiocordyceps (Sordariomycetes, Ophiocordycipitaceae): introducing two new species and one new record from China",Mycokeys,10.3897/mycokeys.119.145174,Xie S.W.,Guizhou University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105034539910,Taxonomy and biological properties of Ascomycota on Bidens pilosa and Chromolaena odorata in Northern Thailand with a global checklist,Mycosphere,10.5943/mycosphere/16/1/33,Htet Z.H.,Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105024959112,Taxonomic and phylogenetic insights to Dothideomycetes and Sordariomycetes associated with medicinal plants in Southwestern China,Mycosphere,10.5943/MYCOSPHERE/16/2/2,Du H.Z.,University of Electronic Science and Technology of China; Chiang Mai University; Guizhou University of Traditional Chinese Medicine,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-86000657166,High energy-storage performance under low electric fields and enhanced electric-field-induced strain in Nb5+ doped BNT−BT lead-free piezoceramics,Journal of Asian Ceramic Societies,10.1080/21870764.2025.2475587,Premwichit P.,Naresuan University,8,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105002650246,Catalogue of fungi in China 1. New taxa of plant-inhabiting fungi,Mycology,10.1080/21501203.2024.2316066,Liu S.L.,Institute of Microbiology Chinese Academy of Sciences,34,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2025,2-s2.0-105001477800,"Significance of precise documentation of hosts and geospatial data of fungal collections, with an emphasis on plant-associated fungi",New Zealand Journal of Botany,10.1080/0028825X.2024.2381734,Rathnayaka A.R.,Mae Fah Luang University; Qujing Normal University,203,Review,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85213885877,"Phyllosticta cangshanensis sp. nov., an endophytic fungus from Rhododendron decorum in Cangshan Mountain, Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.678.3.1,Huang Z.Y.,Dali University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85212660945,"Taxonomy, phylogeny and ecology of a new bambusicolous Resupinatus species (Agaricales, Resupinataceae) from Northern Thailand",Phytotaxa,10.11646/phytotaxa.677.3.1,Carpouron J.E.,Mae Fah Luang University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85212656811,"Pterula siamensis sp. nov. (Basidiomycota, Pterulaceae) and the first record of Pterulicium xylogenum from Thailand",Phytotaxa,10.11646/phytotaxa.677.3.2,Appadoo M.A.,Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85208504294,Exploring the physicochemical properties of polysaccharides extracted from cocoa pod husk waste and their efficacy in skin hydration,Industrial Crops and Products,10.1016/j.indcrop.2024.119940,Tantapakul C.,Walailak University,9,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85210984915,"Distoseptispora motuoensis (Distoseptisporaceae), a new freshwater hyphomycetous species from Xizang Autonomous Prefecture, China",Phytotaxa,10.11646/phytotaxa.675.2.3,Li J.N.,Kunming Institute of Botany; Yunnan Agricultural University,0,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85213257449,"Diversity of Lignicolous Freshwater Fungi from Yuanjiang River in Yunnan (China), with the Description of Four New Species",Journal of Fungi,10.3390/jof10120881,Zhang L.,Dali University,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85206329041,Acremochlorin S and other prenylated chlorophenol antimicrobial metabolites from the fungus Acremonium sp. Strain MNA-F-1,Fitoterapia,10.1016/j.fitote.2024.106254,Elnaggar M.S.,"Heinrich-Heine-Universität Düsseldorf; Faculty of Pharmacy, Ain Shams University",1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85179346466,"Description of a novel coprophilous Lichtheimia (Mucoromycotina , Mucorales) species with notes on Lichtheimia species and an identification key for the genus",Mycological Progress,10.1007/s11557-023-01937-x,da Cruz M.O.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85196514963,Urea regulates soil nematode population by enhancing the nematode-trapping ability of nematode-trapping fungi,Scientific Reports,10.1038/s41598-024-65167-1,Fa Z.,Mae Fah Luang University; Dali University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85213284374,Diversity of Cytospora Species Associated with Trunk Diseases of Prunus persica (Peach) in Northern China,Journal of Fungi,10.3390/jof10120843,He Z.,Ministry of Agriculture of the People's Republic of China; Beijing University of Agriculture,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85180519672,New isoindolinone derivatives isolated from the fruiting bodies of the basidiomycete Hericium coralloides,Mycological Progress,10.1007/s11557-023-01941-1,Sum W.C.,Technische Universität Braunschweig; Helmholtz Centre for Infection Research (HZI),6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85205335602,Expanded gene and taxon sampling of diplomonads shows multiple switches to parasitic and free-living lifestyle,BMC Biology,10.1186/s12915-024-02013-w,Wiśniewska M.M.,"Jihočeská Univerzita v Českých Budějovicích; Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie; Institute of Parasitology, Biology Centre of the Academy of Sciences of the Czech Republic",2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85210544704,"Morpho-molecular analyses reveal Aquadictyospora yunnanensis sp. nov. from coffee (Coffea arabica) in Yunnan Province, China",Phytotaxa,10.11646/phytotaxa.674.3.1,Han M.,Qujing Normal University,5,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85213420147,"Morphological and molecular characterization of Cladosporium species on sweet cherry in Beijing, China",Acta Horticulturae,10.17660/ActaHortic.2024.1408.68,Zhou Y.Y.,Beijing Academy of Agriculture and Forestry Sciences; Mae Fah Luang University,0,Conference Paper,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85201822358,Effects of blue-light irradiation on abscisic acid signaling and sugar translocation in Vitis labruscana L.H. Bailey grapevines,Plant Growth Regulation,10.1007/s10725-024-01206-1,Kondo S.,Chiba University; Mae Fah Luang University,3,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85204951239,Characterization of volatile profiles and markers prediction of eleven popular edible boletes using SDE-GC–MS and FT-NIR combined with chemometric analysis,Food Research International,10.1016/j.foodres.2024.115077,Yuan T.,Mae Fah Luang University; Yunnan Agricultural Academy,4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85207546198,"Assessing the Impact of Yeast Fermentation in Dry Processing on Coffee Quality from Coffea arabica cv. Caltimor, C. arabica cv. Bourbon and C. canephora cv. Robusta",Trends in Sciences,10.48048/tis.2024.8132,Athinuwat D.,Thammasat University,2,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85204248629,"Periconia shannanensis sp. nov. (Periconiaceae, Pleosporales) from Xizang, China",Phytotaxa,10.11646/phytotaxa.664.4.2,Cai T.,Kunming Institute of Botany; Southwest Forestry University,6,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85202607004,"New Species and Records of Pleurotheciaceae from Karst Landscapes in Yunnan Province, China",Journal of Fungi,10.3390/jof10080516,Wang W.P.,Dali University,13,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85195193544,Comprehensive analysis of the metabolome and the whole genome transcriptome to reveal the regulatory mechanism the flavor of Phallus rubrovolvatus,Food Bioscience,10.1016/j.fbio.2024.104483,Wang J.,Guizhou University; Guizhou Academy of Agricultural Sciences,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85199402342,One new species and a new record of saprobic fungi from Ananas comosus in northern Thailand,Phytotaxa,10.11646/phytotaxa.658.2.7,Shah S.,Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85175653184,Improved Curcumin Recovery and In Vitro Biological Activity of Turmeric Extracts Using Nipa Palm Syrup– and Nipa Palm Vinegar–Based Natural Deep Eutectic Solvent (NADES) Hybridized with Microwave-Assisted Extraction,Food and Bioprocess Technology,10.1007/s11947-023-03253-4,Rodsamai T.,Walailak University,11,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85192849086,"Absidia thailandica sp. nov., an addition to the diversity of soil fungi from Thailand",Phytotaxa,10.11646/phytotaxa.646.2.5,Htet Y.M.,Mae Fah Luang University,1,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85195128966,"Molecular taxonomy reveals new records of Chromolaenicola (Didymosphaeriaceae, Pleosporales) and potential antibacterial properties",Studies in Fungi,10.48130/sif-0024-0006,Htet Z.H.,Mae Fah Luang University,7,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
2024,2-s2.0-85189497543,Morpho-molecular study of entomopathogenic fungi associated with citrus orchard pests in Northern Iran,Archives of Microbiology,10.1007/s00203-024-03944-2,Armand A.,Mae Fah Luang University,4,Article,"In affiliation-wide Scopus query, but not matched to current 50 academic staff whitelist"
